120,737,3,3
115,737,3,3
114,736,3,3
135,735,4,5
133,735,3,5
111,735,3,5
108,735,3,5
104,735,4,5
98,735,3,5
94,735,4,5
92,735,3,5
129,734,4,6
121,734,3,3
116,734,3,3
88,734,4,6
80,732,8,8
115,724,3,3
98,724,3,3
144,722,4,5
111,722,4,5
81,722,4,3
132,721,4,6
115,721,3,3
109,721,3,4
101,721,3,6
98,721,3,3
95,721,3,6
124,719,8,8
88,720,32,10
123,719,35,11
79,719,9,8
332,592,3,3
295,592,3,3
286,592,3,3
276,592,3,3
256,592,3,3
234,592,3,3
210,592,3,3
205,592,3,3
204,591,3,3
324,590,4,5
313,590,3,5
309,590,4,5
304,590,6,5
261,590,4,5
259,590,3,5
250,590,4,5
225,590,4,5
223,590,3,5
213,590,3,4
197,590,3,5
193,590,4,5
191,590,3,5
188,590,3,5
184,590,4,5
182,590,3,5
156,590,4,5
512,589,3,4
333,589,3,3
330,589,4,6
318,589,3,3
304,589,3,3
295,589,3,3
292,589,3,6
287,589,3,3
276,589,3,3
267,589,6,6
256,589,3,3
243,589,4,6
235,589,3,3
219,589,4,6
211,589,3,3
206,589,3,3
178,589,4,6
162,589,3,3
249,589,25,6
234,589,5,6
218,589,12,6
170,587,8,8
511,587,6,8
231,587,2,3
169,587,48,9
151,587,16,8
517,586,6,10
275,586,8,9
241,586,7,9
386,578,3,3
364,578,3,3
335,578,3,3
296,578,3,3
277,578,3,3
200,578,3,3
177,578,3,3
411,577,5,4
318,577,5,4
434,576,4,5
432,576,3,5
373,576,6,5
359,576,3,5
355,576,4,5
340,576,4,5
338,576,3,5
271,576,4,5
232,576,4,5
217,576,4,5
209,576,3,3
195,576,4,5
193,576,3,5
164,576,4,5
428,575,4,6
416,575,5,6
411,575,3,3
408,575,3,6
404,575,4,6
397,575,3,3
386,575,3,3
373,575,3,3
370,575,3,6
364,575,3,3
346,575,4,6
335,575,3,3
323,575,5,6
318,575,3,3
304,575,4,6
296,575,3,3
288,575,3,3
277,575,3,3
261,575,4,6
246,575,4,6
241,575,5,6
201,575,3,3
189,575,4,6
182,575,4,6
177,575,3,3
162,575,3,4
156,575,3,3
427,575,12,6
295,575,6,6
207,575,8,7
188,575,17,6
404,573,4,3
354,574,30,7
313,574,18,7
176,574,11,7
334,573,17,8
303,573,9,8
270,573,23,8
231,573,6,8
216,573,14,8
396,572,28,9
385,572,8,9
240,572,26,9
151,572,24,12
461,565,3,3
452,565,3,3
440,565,3,3
340,565,3,3
335,565,3,3
206,565,3,3
197,565,3,3
160,565,3,3
151,565,3,3
398,564,5,4
334,564,3,3
256,564,5,4
466,563,4,5
464,563,3,5
446,563,3,3
427,563,4,5
413,563,3,3
392,563,3,5
385,563,4,5
379,563,3,5
375,563,4,5
373,563,3,5
355,563,4,5
353,563,3,5
331,563,3,5
328,563,3,5
324,563,4,5
318,563,3,5
314,563,4,5
312,563,3,5
286,563,4,5
264,563,4,5
250,563,4,5
242,563,3,3
232,563,4,5
230,563,3,5
211,563,4,5
209,563,3,5
189,563,4,5
184,563,6,5
178,563,3,5
174,563,4,5
169,563,6,5
472,562,4,6
461,562,3,3
453,562,3,3
440,562,3,3
424,562,3,6
403,562,4,6
398,562,3,3
369,562,4,6
364,562,5,6
349,562,4,6
341,562,3,3
336,562,3,3
308,562,4,6
292,562,3,3
283,562,3,6
270,562,3,3
261,562,3,6
256,562,3,3
226,562,4,6
217,562,4,6
206,562,3,3
198,562,3,3
195,562,4,6
184,562,3,3
169,562,3,3
166,562,3,6
160,562,3,3
157,562,3,6
152,562,3,3
439,562,18,7
411,562,11,7
363,562,21,6
240,562,8,7
225,562,12,6
300,560,8,8
460,560,17,8
423,560,9,8
397,560,11,8
282,560,15,8
249,560,30,8
205,560,17,8
435,559,3,9
384,559,12,12
449,551,3,3
429,551,3,3
363,551,3,3
