127,736,5,3
122,735,4,4
95,735,5,5
86,735,5,5
81,735,4,4
73,732,8,8
499,723,4,3
472,722,4,5
145,722,5,6
136,722,8,4
127,722,4,4
98,722,5,5
458,721,4,5
450,721,7,6
133,721,4,5
451,719,3,4
119,719,8,8
486,719,6,8
307,718,4,4
498,718,7,11
493,718,4,10
448,718,36,10
118,718,36,13
72,718,42,10
300,717,13,10
108,668,4,4
88,668,5,3
113,667,4,4
94,667,4,4
83,667,6,4
76,667,5,5
101,665,4,6
254,656,4,4
527,654,4,3
523,654,4,4
516,654,5,4
488,654,4,3
375,654,4,3
358,654,5,4
343,654,5,4
322,654,3,4
265,654,4,3
247,654,4,4
236,654,4,4
184,654,5,4
169,654,5,4
148,654,3,4
91,654,4,3
80,654,3,3
510,653,4,5
494,653,4,5
458,653,5,5
436,653,5,5
415,653,4,5
404,653,5,5
280,653,3,3
220,653,4,4
106,653,3,3
73,653,4,5
333,652,9,6
159,652,9,6
486,651,17,8
389,651,7,11
373,651,15,8
431,650,20,9
508,649,24,10
456,649,24,10
401,649,24,10
263,649,41,10
210,649,45,10
89,649,41,10
71,649,13,10
511,641,4,4
479,641,4,4
400,641,4,4
372,641,4,4
330,641,5,4
321,641,6,4
311,641,4,4
234,641,5,3
199,641,4,3
527,640,4,4
504,640,5,5
489,640,7,4
484,640,4,4
441,640,5,5
424,640,4,4
410,640,6,4
405,640,4,4
360,640,6,5
345,640,7,5
315,640,5,5
301,640,6,5
290,640,5,5
240,640,4,4
229,640,6,5
222,640,5,5
205,640,4,4
188,640,4,4
118,640,4,4
115,640,4,4
109,640,4,4
82,640,4,4
79,640,4,4
73,640,7,4
133,639,5,5
295,638,4,7
522,638,11,8
458,638,16,8
259,638,19,11
197,638,17,8
159,638,15,8
107,638,18,8
437,637,18,9
477,636,42,10
397,636,36,10
177,636,16,10
128,636,28,11
71,636,32,12
357,635,37,11
343,635,10,11
218,635,38,14
457,627,5,4
434,627,4,3
430,627,4,4
363,627,4,4
353,627,6,4
243,627,5,4
207,627,3,4
170,627,4,4
151,627,4,3
113,627,4,4
98,627,4,3
518,626,7,4
513,626,4,5
484,626,5,5
451,626,5,5
373,626,6,5
367,626,5,5
334,626,5,4
317,626,6,5
307,626,6,5
260,626,4,4
133,626,4,5
117,626,5,5
76,626,5,5
218,625,9,6
447,624,4,6
481,623,3,3
411,623,6,8
301,623,4,8
258,624,12,8
445,623,27,9
110,623,16,11
71,623,20,9
409,622,30,10
284,622,43,12
276,622,7,9
149,622,41,10
131,622,13,10
96,622,13,10
499,613,4,4
472,613,4,4
430,613,5,4
410,613,5,4
335,613,4,4
295,613,4,4
270,613,5,4
244,613,4,3
188,613,5,3
166,613,4,4
149,613,4,3
73,613,4,4
524,612,4,4
509,612,6,4
504,612,4,4
460,612,6,5
445,612,7,5
415,612,5,5
390,612,5,5
383,612,5,4
339,612,5,4
328,612,5,5
314,612,4,4
300,612,4,4
285,612,9,5
264,612,5,4
250,612,4,4
211,612,4,4
