109,741,5,3
104,740,4,4
77,740,5,5
68,740,5,5
63,740,4,4
524,739,4,5
511,738,4,5
503,738,7,6
307,737,4,4
55,737,8,8
504,736,3,4
539,736,6,8
551,735,6,11
546,735,4,10
299,735,14,11
501,734,36,11
115,725,5,6
97,725,4,4
66,725,5,5
103,724,11,5
89,722,8,8
88,721,36,13
54,721,31,10
141,372,4,3
136,369,17,9
165,350,4,4
159,349,8,6
145,349,6,6
124,347,7,5
163,346,5,5
157,346,5,5
143,346,5,5
138,346,4,5
157,311,3,3
148,311,4,3
138,311,4,3
124,311,5,4
160,309,6,6
156,307,12,10
134,307,21,11
123,307,10,9
157,237,3,3
143,237,4,3
153,233,18,11
134,233,20,11
124,233,9,11
85,233,7,10
