127,736,5,3
122,735,4,4
95,735,5,5
86,735,5,5
81,735,4,4
73,732,8,8
128,722,8,4
119,722,4,4
93,722,4,5
125,721,4,5
309,720,4,3
140,720,7,11
111,719,8,8
74,719,7,8
110,718,29,11
72,718,36,10
353,664,4,4
310,664,4,4
251,664,4,3
224,664,4,4
183,664,4,4
144,664,4,4
129,664,4,4
358,663,4,4
345,663,4,5
339,663,4,4
320,663,8,4
315,663,4,4
275,663,4,5
261,663,4,5
229,663,4,4
217,663,3,3
191,663,6,5
154,663,4,4
148,663,5,4
132,663,5,5
116,663,4,4
105,663,5,5
94,663,7,5
84,663,4,4
77,663,6,5
291,662,15,7
237,662,10,6
164,662,15,7
249,659,39,13
214,659,20,10
182,659,31,13
71,659,18,10
533,650,4,3
527,650,5,4
521,650,3,3
477,650,4,4
424,650,4,3
368,650,4,4
349,650,5,4
310,650,4,4
294,650,5,4
222,650,4,4
193,650,4,3
135,650,4,4
102,650,4,4
485,649,6,5
463,649,4,4
410,649,4,5
373,649,4,4
357,649,4,4
354,649,4,4
340,649,8,5
315,649,4,4
299,649,6,4
278,649,5,5
243,649,4,5
236,649,6,5
226,649,5,5
210,649,6,5
183,649,4,4
176,649,6,5
140,649,8,5
121,649,4,4
107,649,4,4
91,649,4,4
88,649,4,4
75,649,6,5
436,648,4,5
430,648,5,5
257,648,15,7
512,647,28,8
324,647,11,7
461,645,12,10
422,645,36,13
405,645,15,13
390,645,15,10
275,645,45,13
171,645,17,10
116,645,15,10
475,644,33,14
338,644,44,11
134,644,33,14
72,644,40,11
517,636,4,4
463,636,4,4
422,636,4,4
390,636,4,4
294,636,3,3
251,636,4,4
109,636,4,3
73,636,4,4
533,635,4,4
522,635,4,5
497,635,5,5
494,635,3,3
468,635,4,4
456,635,3,3
430,635,6,5
345,635,4,4
332,635,3,3
329,635,3,3
291,635,4,4
275,635,5,5
261,635,4,4
255,635,5,5
242,635,4,4
236,635,5,5
211,635,6,5
201,635,6,5
152,635,5,5
93,635,3,4
218,634,4,5
115,634,4,5
402,634,15,7
148,633,4,6
71,634,11,7
515,633,25,8
485,632,6,8
374,633,24,8
358,633,12,8
195,632,4,8
270,632,16,9
146,632,20,9
483,631,30,11
453,631,24,10
420,631,32,13
343,631,12,10
324,631,16,10
289,631,31,10
233,631,33,10
107,631,36,13
83,631,22,13
170,630,7,10
474,622,5,3
455,622,4,4
338,622,4,4
323,622,5,4
313,622,4,4
308,622,4,4
250,622,5,3
199,622,4,4
174,622,4,3
136,622,4,4
102,622,4,4
525,621,5,5
522,621,3,3
516,621,4,4
505,621,4,4
480,621,4,4
468,621,7,5
458,621,5,5
442,621,4,4
421,621,5,5
399,621,7,4
394,621,4,4
372,621,5,5
343,621,4,4
318,621,4,5
294,621,3,3
266,621,5,5
245,621,4,4
141,621,4,4
132,621,3,3
116,621,5,5
111,621,4,4
76,621,5,5
387,620,4,6
243,619,13,8
514,618,27,9
261,618,16,9
491,617,19,10
307,617,45,10
281,617,21,10
