127,737,5,3
112,737,3,3
122,736,4,4
95,736,5,5
86,736,5,5
81,736,4,4
73,733,8,8
145,722,5,6
136,722,8,4
127,722,4,4
98,722,5,5
133,721,4,5
119,719,8,8
118,718,36,13
72,718,42,10
504,614,4,4
490,614,4,4
412,614,4,4
381,614,3,3
351,614,5,4
309,614,5,4
256,614,4,4
225,614,4,3
187,614,5,4
145,614,5,4
128,614,4,4
92,614,4,4
75,614,4,4
458,613,4,5
428,613,4,4
417,613,4,4
391,613,4,5
345,613,4,5
333,613,7,4
282,613,5,5
273,613,8,4
270,613,4,4
261,613,4,4
250,613,5,5
235,613,4,4
198,613,4,5
192,613,5,5
176,613,4,5
158,613,4,4
79,613,4,4
525,611,6,6
385,611,4,6
366,611,6,6
211,612,10,6
138,612,16,6
488,611,25,11
72,611,32,10
402,610,22,9
330,610,29,9
300,610,18,9
269,610,29,9
170,610,38,9
514,609,23,10
440,609,46,11
427,609,11,10
362,609,38,11
320,609,9,10
223,609,43,13
157,609,11,10
124,609,13,9
99,609,22,12
487,601,4,4
452,601,4,4
302,601,4,4
166,601,3,3
100,601,5,4
73,601,4,4
529,600,7,4
524,600,4,5
477,600,4,4
416,600,5,5
399,600,4,5
370,600,4,4
354,600,4,5
334,600,4,5
320,600,12,4
315,600,4,4
280,600,5,6
271,600,8,4
262,600,4,4
231,600,5,5
190,600,5,5
124,600,4,4
105,600,6,4
83,600,5,5
78,600,4,4
268,599,4,5
496,599,11,9
71,599,21,7
486,598,9,8
254,597,8,8
93,598,47,11
411,597,21,9
464,596,18,10
436,596,24,10
378,596,32,10
365,596,10,10
345,596,23,10
293,596,48,10
252,596,37,13
205,596,44,10
181,596,20,10
144,596,29,10
503,595,37,11
414,587,4,4
264,587,4,3
149,587,5,3
535,586,4,4
528,586,6,5
505,586,5,4
502,586,4,4
469,586,6,5
451,586,4,4
402,586,4,5
392,586,5,5
358,586,5,5
353,586,4,4
320,586,4,4
302,586,4,4
270,586,4,5
225,586,4,4
209,586,5,5
202,586,6,5
161,586,5,5
144,586,4,5
118,586,5,5
109,586,5,5
104,586,4,4
80,586,5,5
433,585,10,6
446,584,11,7
180,584,6,8
96,583,8,8
523,582,17,10
486,582,33,10
349,582,25,10
331,582,17,10
297,582,15,10
280,582,14,13
262,582,16,13
234,582,26,10
220,582,10,10
189,582,34,10
159,582,17,10
71,582,20,10
460,581,23,12
316,581,11,11
131,581,24,11
94,581,36,12
174,561,4,4
138,561,6,4
112,560,6,5
98,560,12,5
130,559,5,6
195,558,5,7
99,532,5,4
94,531,4,5
87,531,4,4
84,531,4,4
78,531,4,4
72,529,40,8
483,518,4,4
437,518,3,4
407,518,4,4
395,518,3,3
379,518,4,4
341,518,4,4
198,518,4,4
513,517,6,5
502,517,6,5
476,517,5,5
466,517,4,4
441,517,4,4
422,517,4,5
412,517,8,5
384,517,4,4
373,517,4,4
346,517,4,5
335,517,5,4
320,517,4,4
303,517,8,4
294,517,4,5
264,517,4,5
239,517,5,5
223,517,4,4
201,517,5,5
151,517,6,5
140,517,6,5
123,517,4,4
114,517,8,4
91,517,5,5
74,517,7,4
370,516,4,5
300,516,4,5
497,515,4,6
450,516,11,6
235,515,4,6
135,515,4,6
278,515,37,8
464,514,27,9
233,514,17,9
86,514,16,9
495,513,29,10
406,513,40,13
333,513,22,10
318,513,12,10
254,513,20,10
133,513,29,10
106,513,22,10
72,513,10,10
525,512,15,13
393,512,9,11
359,512,30,11
163,512,12,11
468,490,5,4
462,490,3,3
442,490,4,4
436,490,5,3
411,490,5,3
391,490,5,4
303,490,4,4
278,490,4,4
261,490,4,4
179,490,5,3
164,490,5,4
103,490,3,4
73,490,4,4
474,489,4,4
423,489,4,4
405,489,7,5
396,489,4,5
355,489,4,5
339,489,4,4
333,489,6,5
307,489,5,4
265,489,4,4
241,489,4,5
231,489,4,5
210,489,6,5
192,489,5,5
141,489,4,5
107,489,4,4
88,489,4,4
78,489,8,5
157,488,4,6
115,488,10,6
453,487,32,8
435,487,15,8
373,487,47,8
188,486,15,9
72,486,40,12
422,485,11,10
327,485,44,10
154,485,19,9
128,485,24,10
176,484,9,11
490,476,4,4
448,476,4,4
323,476,4,4
276,476,5,3
257,476,4,4
218,476,6,4
149,476,4,4
124,476,4,4
107,476,4,4
511,475,7,4
506,475,4,5
475,475,4,5
469,475,4,4
422,475,4,4
399,475,5,5
396,475,3,3
390,475,4,4
380,475,4,4
373,475,6,5
356,475,4,5
344,475,5,4
297,475,4,4
282,475,4,4
260,475,5,5
211,475,6,5
194,475,4,4
178,475,5,5
153,475,5,4
111,475,4,4
90,475,5,5
74,475,7,4
525,474,9,6
195,473,3,3
531,473,10,8
441,473,24,8
315,473,25,8
388,472,26,9
86,472,15,9
467,471,16,9
417,471,22,12
368,471,17,10
343,471,22,10
292,471,22,12
72,471,10,10
485,470,37,13
192,470,43,11
174,470,15,11
190,451,9,4
152,451,5,4
76,451,3,4
171,449,5,6
157,447,10,8
149,446,5,7
120,446,6,9
413,421,4,4
391,421,4,4
376,421,4,4
362,421,3,3
298,421,4,4
270,421,5,3
255,421,5,4
251,421,4,4
190,421,4,4
160,421,4,4
117,421,4,4
95,421,4,4
80,421,4,4
418,420,4,4
396,420,6,5
379,420,5,5
369,420,5,4
355,420,4,5
321,420,5,6
312,420,8,4
303,420,4,4
283,420,5,5
229,420,4,4
216,420,4,4
195,420,4,4
164,420,5,4
145,420,5,5
122,420,4,4
100,420,6,5
83,420,5,5
73,420,5,4
309,419,4,5
343,418,3,4
332,419,8,7
296,418,33,11
188,418,25,8
279,417,15,9
354,416,12,10
341,416,9,10
228,416,36,12
215,416,11,10
135,416,21,10
267,415,9,11
158,415,28,11
444,407,4,4
435,407,4,4
393,407,3,3
253,407,4,4
205,407,4,4
200,407,4,4
153,407,4,4
131,407,4,4
100,407,3,3
73,407,5,3
530,406,4,5
496,406,4,4
471,406,3,3
456,406,4,4
428,406,5,4
387,406,4,5
379,406,3,3
371,406,4,4
368,406,4,4
347,406,5,5
325,406,6,5
314,406,4,5
294,406,5,5
276,406,4,4
208,406,5,5
184,406,5,5
158,406,4,4
136,406,6,5
116,406,8,5
109,406,5,4
93,406,4,5
79,406,4,4
365,405,4,5
504,404,9,8
403,404,9,8
251,404,20,11
71,404,17,8
528,403,13,9
342,403,16,9
309,403,30,10
