76 535 60 737
81 279 60 169
212 364 316 429
284 429 60 178
76 211 317 428
77 309 719 737
369 535 316 415
85 256 177 317
399 535 154 281
260 400 169 278
76 162 278 428
284 429 60 178
295 419 316 415
77 309 719 737
420 535 343 415
85 251 177 281
390 535 154 281
81 279 60 169
166 281 317 429
256 390 173 278
369 535 316 415
251 400 157 281
76 205 278 428
187 429 60 157
77 309 719 737
399 535 154 281
81 264 111 278
208 364 316 429
183 293 173 281
432 535 154 281
295 419 316 415
77 309 719 737
76 162 317 428
420 535 343 415
81 204 112 278
146 288 60 169
166 281 317 429
297 429 60 158
302 415 166 278
