75 537 60 737
261 409 435 553
99 245 176 279
358 537 278 386
93 256 470 552
284 429 60 178
214 354 316 386
387 535 147 280
75 211 278 386
77 311 716 737
81 279 60 168
249 384 176 281
387 535 147 280
75 228 278 386
318 520 435 553
249 388 176 281
93 280 470 552
228 377 316 447
77 311 716 737
284 429 60 178
81 279 60 168
381 537 316 449
99 245 176 279
381 537 316 449
75 228 259 386
223 388 176 281
77 311 716 737
93 280 470 552
81 245 60 260
228 377 316 447
220 429 60 168
318 520 435 553
387 535 147 280
381 537 275 436
75 226 268 386
99 312 165 279
318 520 435 553
306 533 60 251
93 280 470 552
81 336 60 158
77 311 716 737
227 377 250 446
