59 552 122 742
295 443 590 740
310 443 196 357
502 547 407 530
59 237 600 742
442 547 306 395
101 252 122 261
438 552 541 741
294 445 407 530
98 231 466 543
441 547 134 261
62 139 158 337
62 370 122 337
321 552 431 741
59 340 466 742
335 547 134 408
295 443 590 740
276 429 132 333
294 445 407 530
98 231 466 543
62 252 122 337
441 552 493 741
433 547 306 472
433 547 134 264
59 237 600 742
433 547 306 395
295 443 590 740
62 198 146 337
438 552 541 741
59 237 600 742
167 314 122 260
294 445 407 530
458 547 134 261
98 231 466 543
502 547 407 530
305 443 134 333
