75 539 60 737
75 196 277 403
279 406 193 265
77 129 722 737
410 539 193 265
159 336 60 127
308 536 445 590
83 280 456 590
363 531 331 403
75 173 112 264
205 365 332 504
149 273 169 278
363 531 331 403
75 227 112 278
77 129 722 737
325 533 60 127
308 536 445 590
398 539 126 265
205 365 332 504
146 315 60 195
230 392 193 266
75 196 277 403
83 280 456 590
226 536 331 590
75 295 60 375
77 280 375 737
279 539 60 265
386 539 111 265
75 303 307 466
219 390 193 334
77 129 722 737
273 536 437 590
75 222 112 309
187 429 60 126
83 280 467 590
310 531 331 403
