75 537 60 737
222 373 397 545
242 372 161 267
75 222 461 546
422 532 300 425
79 217 301 424
254 406 253 408
83 197 209 292
77 136 722 737
265 440 60 114
378 537 422 545
374 534 112 267
193 364 161 291
222 373 397 545
422 532 300 425
79 217 218 404
372 534 112 267
77 136 722 737
75 222 404 546
76 246 60 227
378 537 422 545
254 406 253 408
250 440 60 114
317 530 60 226
75 222 395 546
384 537 366 545
79 217 209 385
226 391 397 545
76 304 60 217
77 136 722 737
254 406 217 370
402 534 170 360
151 429 60 192
226 408 397 545
384 537 348 532
76 197 112 368
364 534 112 323
75 222 385 546
209 406 216 370
77 136 722 737
