77 532 59 737
400 532 153 224
89 256 416 556
268 398 126 238
154 270 150 267
384 532 416 556
77 306 722 737
264 401 278 363
93 257 267 405
297 524 59 131
258 381 415 560
85 287 59 142
93 257 236 379
258 381 415 560
253 401 152 238
264 398 278 363
89 256 402 556
401 531 277 363
77 306 722 737
85 256 59 224
396 532 59 224
384 532 416 556
256 458 59 131
340 532 320 556
93 352 264 405
89 381 415 560
85 331 59 238
77 306 722 737
323 532 59 280
377 532 59 224
152 339 416 560
85 261 59 238
334 532 416 556
253 387 59 238
77 306 722 737
253 398 278 418
401 532 277 417
89 257 264 445
