73 523 60 725
374 521 64 153
231 378 189 302
74 223 64 164
255 468 344 413
379 523 189 288
73 300 724 725
73 228 189 302
224 369 60 164
80 163 435 441
369 521 64 153
74 218 64 164
255 468 344 413
73 228 189 302
73 300 435 725
231 378 189 302
216 367 60 164
379 523 189 288
301 415 148 288
80 163 435 441
74 226 64 164
374 521 64 153
73 300 724 725
196 311 189 302
255 468 344 413
224 369 60 163
73 194 189 302
415 523 189 288
284 409 64 149
74 176 64 164
301 415 189 288
255 468 344 413
73 196 189 302
179 289 60 191
411 521 64 153
73 300 724 725
415 523 189 288
196 311 189 302
80 163 435 441
