7 523 13 761
325 518 521 712
14 239 13 194
313 427 303 500
138 301 537 712
10 177 352 547
242 431 65 196
378 523 152 353
409 522 378 526
183 358 182 347
176 345 363 538
7 131 564 761
12 191 191 352
409 522 378 526
232 431 65 230
7 267 555 761
176 363 400 586
14 223 13 194
175 346 227 392
313 427 303 500
276 518 522 712
378 523 152 353
9 177 361 564
152 378 191 352
7 291 537 761
297 518 500 712
10 191 296 547
367 522 187 470
12 201 13 289
177 384 372 538
189 523 63 196
7 276 515 761
189 431 63 261
212 384 280 521
10 191 288 528
376 523 152 470
12 197 13 281
283 518 487 712
