59 551 130 742
273 354 130 255
286 443 491 565
94 233 465 565
183 321 304 359
397 442 403 490
59 306 726 742
62 154 131 255
326 442 304 358
294 339 356 492
370 442 130 252
188 251 143 255
62 236 131 255
294 339 356 492
370 442 130 252
59 306 726 742
511 551 738 741
183 321 304 359
397 442 403 490
94 233 465 565
251 354 130 255
286 443 491 565
326 442 304 358
511 551 738 741
251 354 130 255
389 443 440 562
94 233 465 565
286 339 403 565
59 306 726 742
370 442 130 252
334 442 304 429
183 335 304 359
62 236 131 255
286 442 130 255
286 339 403 565
94 233 465 565
59 306 726 742
389 443 416 562
62 273 131 255
183 321 304 359
511 551 738 741
323 442 304 405
