59 554 143 742
213 284 143 260
205 306 539 740
71 73 305 429
231 284 378 480
70 180 539 626
511 554 738 741
128 196 193 260
136 180 304 355
230 284 304 367
59 130 726 742
128 180 415 482
60 284 143 444
59 554 477 742
230 284 304 367
70 180 539 626
60 179 143 260
511 554 738 741
71 180 415 482
59 130 726 742
205 306 539 740
231 284 378 480
71 180 304 355
196 284 143 260
59 130 726 742
230 284 304 380
205 306 539 740
60 165 143 243
511 554 738 741
71 180 415 482
70 180 539 626
213 284 143 260
71 180 304 355
231 284 391 480
128 196 193 260
