75 538 59 738
303 538 248 563
75 313 314 738
77 502 59 342
373 538 464 563
77 232 112 272
176 291 312 466
379 502 138 274
77 309 716 738
187 424 59 141
75 172 314 438
282 409 312 425
75 214 463 563
218 371 464 562
210 350 201 312
75 229 313 439
382 534 312 426
218 363 438 562
208 424 59 141
227 377 312 425
210 350 201 261
75 214 463 563
370 538 464 563
379 502 138 274
77 309 716 738
77 237 59 272
227 393 236 425
77 280 112 272
75 233 313 439
343 502 138 274
187 424 59 203
370 538 464 563
75 214 463 563
374 534 312 426
218 363 424 562
77 309 716 738
