58 555 153 742
308 551 153 430
58 278 192 429
59 555 726 742
58 166 303 429
326 448 341 430
421 461 265 343
153 278 216 342
59 306 726 742
60 181 192 304
308 395 153 308
512 555 738 741
458 548 340 430
397 516 154 167
476 551 229 308
476 551 229 308
58 124 332 429
377 461 265 343
60 165 192 304
512 555 738 741
59 306 726 742
458 548 340 430
326 448 341 430
165 278 216 279
308 395 153 305
153 261 303 342
456 548 340 430
153 278 216 342
58 166 303 429
60 181 192 304
512 555 738 741
59 306 726 742
436 551 155 308
308 436 153 308
326 448 341 430
