65 590 18 738
65 191 197 319
398 539 366 440
67 128 721 738
374 536 158 317
69 173 342 441
253 451 512 735
66 193 66 109
502 590 340 608
65 248 466 575
505 548 730 736
482 590 18 322
69 274 342 441
496 590 322 572
65 248 466 575
482 590 18 305
66 193 66 109
398 450 366 440
505 590 590 736
67 128 721 738
65 257 197 319
253 451 512 735
291 536 158 317
66 193 66 109
398 590 312 465
65 226 466 575
291 464 158 317
65 257 197 319
248 451 512 735
505 590 482 736
69 274 342 441
67 128 721 738
482 590 18 305
304 590 18 736
65 291 66 738
