59 551 118 742
59 122 726 742
212 283 156 310
432 485 441 568
391 487 156 308
225 440 118 156
329 486 310 393
110 270 390 517
428 551 589 741
283 391 540 740
174 268 528 665
62 211 119 309
174 268 528 665
212 283 156 310
432 485 441 568
329 375 342 393
430 487 279 392
391 487 155 268
283 391 540 740
59 122 726 742
225 440 118 156
428 551 589 741
62 211 119 309
373 485 441 568
211 440 118 156
59 174 663 742
110 270 390 545
391 487 155 305
211 375 540 740
62 174 142 309
329 486 308 393
199 283 145 310
373 551 589 741
62 487 118 393
59 551 441 742
