90 396 78 750
285 396 164 388
90 233 410 537
96 300 78 239
257 396 399 750
113 233 239 413
337 396 448 535
97 177 224 387
305 396 276 414
201 312 412 537
96 242 78 177
90 177 400 531
232 394 152 288
201 295 239 413
294 314 749 750
97 177 224 301
293 396 349 414
201 312 448 537
90 177 448 531
285 394 164 252
201 289 274 413
187 306 138 251
113 152 313 412
294 314 749 750
96 179 78 177
337 396 448 535
97 177 224 301
337 396 448 535
90 177 448 531
304 395 177 313
201 295 274 413
294 314 749 750
96 219 78 177
293 396 313 414
205 373 139 251
113 152 313 412
201 312 448 537
