75 537 60 737
290 537 226 538
75 309 262 737
79 535 60 275
209 360 215 345
364 537 226 331
194 315 373 539
187 336 60 191
435 537 398 537
75 207 252 375
77 309 717 737
75 195 374 482
317 434 398 538
79 195 113 154
75 235 507 552
360 537 226 331
75 202 252 415
79 279 60 154
77 309 717 737
287 535 60 205
314 434 398 538
207 358 215 345
179 315 373 539
75 204 426 552
435 537 398 537
75 306 252 400
390 537 398 538
287 535 60 230
75 230 369 552
77 309 717 737
222 388 331 539
79 279 60 154
312 537 226 331
