75 537 78 736
75 228 337 490
221 373 527 736
300 533 78 166
380 537 336 477
372 534 529 642
81 287 79 136
381 532 149 295
76 217 516 656
232 379 336 477
79 200 167 295
219 371 136 294
204 405 78 294
299 537 336 477
75 298 293 490
79 219 79 295
304 534 529 736
76 305 516 656
371 533 79 295
76 305 516 656
79 334 78 293
306 534 529 736
329 533 78 295
296 537 292 477
75 292 293 490
220 411 78 265
221 373 527 736
380 537 336 477
75 234 337 490
372 534 529 642
371 533 79 295
232 379 292 477
79 219 167 295
76 217 516 656
81 264 79 95
