75 537 59 738
381 535 360 431
75 217 331 475
215 376 333 431
77 147 723 738
75 221 113 307
187 424 59 169
386 537 497 610
229 385 497 611
378 537 167 306
75 228 472 611
217 381 207 307
378 537 497 610
75 224 331 475
373 537 167 306
75 215 113 307
75 218 498 738
222 386 333 431
216 377 497 611
187 424 59 169
217 381 207 307
387 535 360 431
189 301 472 611
217 381 207 307
75 224 331 475
222 386 333 431
187 424 59 169
420 537 497 597
75 221 113 307
75 184 469 611
378 537 167 306
387 535 360 431
306 412 497 611
75 228 331 475
187 424 59 252
381 535 360 431
75 249 113 307
378 537 497 610
340 537 167 306
216 377 497 611
220 381 264 431
75 218 498 738
