59 554 144 742
210 261 391 502
194 259 144 210
59 132 726 742
505 554 738 741
88 167 577 606
65 164 144 211
210 263 255 346
65 165 342 430
306 309 740 741
210 263 305 346
59 132 726 742
505 554 738 741
65 164 144 211
210 261 453 502
65 165 416 430
211 261 255 296
306 309 740 741
88 167 577 606
194 259 144 210
211 261 391 433
194 259 144 210
210 261 391 502
59 132 726 742
306 554 738 741
210 263 255 346
65 164 144 211
65 165 342 430
88 167 577 606
210 261 453 502
211 261 255 305
505 554 738 741
59 132 726 742
210 263 342 346
88 167 577 606
65 164 144 211
65 165 342 430
194 259 144 210
211 261 391 433
306 309 740 741
