60 565 181 757
61 289 181 419
293 561 181 419
60 565 741 757
62 202 317 419
177 329 268 333
60 128 741 757
516 559 342 419
353 561 181 246
61 189 181 294
308 565 753 756
184 335 181 232
207 333 368 419
346 466 268 383
402 561 244 419
61 189 181 294
60 315 741 757
225 396 368 419
184 335 181 232
522 565 753 756
62 214 317 419
346 465 181 318
177 329 268 333
350 466 281 383
229 352 268 333
60 128 741 757
61 118 267 343
62 202 344 419
353 465 181 269
308 565 753 756
207 333 368 419
207 335 181 232
516 561 244 419
61 193 181 245
