8 543 13 774
135 270 313 442
10 128 641 774
126 267 470 604
8 139 13 242
12 89 456 634
14 80 250 445
138 295 154 268
303 543 733 738
139 270 313 442
214 306 471 734
14 139 232 410
12 16 420 600
138 295 154 268
10 128 616 774
8 149 13 224
504 543 737 738
71 181 470 604
135 270 313 473
10 128 552 774
8 139 13 285
126 543 507 738
138 295 154 268
13 138 296 545
135 270 313 389
78 181 553 604
77 209 154 268
14 80 242 427
12 71 439 623
8 75 13 232
303 543 733 738
216 295 155 266
214 267 507 604
10 128 634 774
131 269 411 474
