59 551 119 742
190 261 205 304
190 306 563 740
313 453 304 377
312 449 526 650
396 454 205 304
399 452 428 552
59 130 726 742
193 246 428 540
62 219 119 219
250 432 119 206
86 227 300 378
313 454 119 377
59 306 580 742
86 246 376 576
62 332 119 305
312 551 428 741
313 453 303 377
399 452 428 552
62 163 142 305
190 245 526 651
182 391 119 157
86 246 376 514
59 130 726 742
364 454 119 294
303 449 526 740
190 261 205 304
511 551 738 741
313 453 341 514
62 301 119 305
59 306 580 742
309 454 119 304
86 246 376 576
303 551 526 741
